PARENTUNID,Name,Stage,Status,FacilityType,DocumentID,AssignedTo,Address,City,County,State,Zip,PHF,PHFCooked,PHFRaw,Database,HSUNID,FacilityName,FacilityType,InspectionType,InspectedBy,InspectionDate,NumCritical,NumNonCritical,TimeSpent,Enforcement,NonSmoking,UNID
0B47ECC0918EF13785257809005B55D2,Peter Chang's China Grill,Active,Permitted,Full Service Restaurant,SSCT-8CMML6,Reed Cranford,2162 Barracks Road,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,311C7CAFC0ACAB5C8525788B00649D1F,Peter Chang's China Grill,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,9/5/11 0:00,1,1,0,,Smoke Free,311C7CAFC0ACAB5C8525788B00649D1F
0B47ECC0918EF13785257809005B55D2,Peter Chang's China Grill,Active,Permitted,Full Service Restaurant,SSCT-8CMML6,Reed Cranford,2162 Barracks Road,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,AC41448D0A805AEF8525784F0064B638,Peter Chang's China Grill,Full Service Restaurant,Routine,Eric S. Myers,2/25/2011 12:00:00 AM,0,0,0.8,,Smoke Free,AC41448D0A805AEF8525784F0064B638
0B47ECC0918EF13785257809005B55D2,Peter Chang's China Grill,Active,Permitted,Full Service Restaurant,SSCT-8CMML6,Reed Cranford,2162 Barracks Road,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,2D01ABC638AD1E0E85257854004B817A,Peter Chang's China Grill,Full Service Restaurant,Training,Reed Cranford,3/15/2011 12:00:00 AM,0,0,1.8,,Smoke Free,2D01ABC638AD1E0E85257854004B817A
0B47ECC0918EF13785257809005B55D2,Peter Chang's China Grill,Active,Permitted,Full Service Restaurant,SSCT-8CMML6,Reed Cranford,2162 Barracks Road,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,14002D147567345B85257856005F18FC,Peter Chang's China Grill,Full Service Restaurant,Routine,Eric S. Myers,11/3/11 0:00,5,6,1.3,,Smoke Free,14002D147567345B85257856005F18FC
0B47ECC0918EF13785257809005B55D2,Peter Chang's China Grill,Active,Permitted,Full Service Restaurant,SSCT-8CMML6,Reed Cranford,2162 Barracks Road,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,26905BBFD31AA1D88525785600678562,Peter Chang's China Grill,Full Service Restaurant,Follow-up,Reed Cranford,3/17/2011 12:00:00 AM,0,4,1.8,,Smoke Free,26905BBFD31AA1D88525785600678562
0B9ED62991EC1ADA88256B6C007EFE55,Millmont Grille,Active,Permitted,Full Service Restaurant,SWHN-7QPGST,Pamela Burke,1035 Millmont Street,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,980796FF4BF055E08525781F005A1937,Millmont Grille,Full Service Restaurant,Risk Factor Assessment,Pamela Burke,1/21/2011 12:00:00 AM,0,0,0,,Outdoor smoking area,980796FF4BF055E08525781F005A1937
0B9ED62991EC1ADA88256B6C007EFE55,Millmont Grille,Active,Permitted,Full Service Restaurant,SWHN-7QPGST,Pamela Burke,1035 Millmont Street,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,50A2717FD0107739852578F60058D2A8,Millmont Grille,Full Service Restaurant,Routine,Pamela Burke,8/24/2011 12:00:00 AM,0,2,0,,Outdoor smoking area,50A2717FD0107739852578F60058D2A8
0BB5CF792B6019628525774400559967,The Downtown Hotdog Company,Active,Permitted,Full Service Restaurant,TBAN-86GLD9,Eric S. Myers,112 West Water Steet # 4,Charlottesville,Charlottesville City,VA,22902,Yes,No,Yes,Thomas Jefferson,624206E4248FF596852578500063DF37,The Downtown Hotdog Company,Full Service Restaurant,Risk Factor Assessment,Eric S. Myers,2/2/11 0:00,1,0,0,,Smoke Free,624206E4248FF596852578500063DF37
0BCC203BFF1DC4EC88256B6C007EFDE0,Silver Thatch Inn,Active,Permitted,Full Service Restaurant,EBIE-57R2RM,Abdugheni Ubul,3001 Hollymead Drive,Charlottesville,Albemarle,VA,22911,Yes,No,Yes,Thomas Jefferson,A875563197B367C0852577990057CD0D,Silver Thatch Inn,Full Service Restaurant,Routine,Roy Crewz,8/9/10 0:00,0,1,0,,Smoke Free,A875563197B367C0852577990057CD0D
0C317E0C5B5D758385256B89006C1C6C,Bang,Active,Permitted,Full Service Restaurant,MNAR-58MR9B,Abdugheni Ubul,213 Second Street SW,Charlottesville,Charlottesville City,VA,22902,Yes,Yes,Yes,Thomas Jefferson,0B6B1425907E675E85257849007BB385,Bang,Full Service Restaurant,Routine,Roy Crewz,4/3/11 0:00,1,1,0,,Smoke Free,0B6B1425907E675E85257849007BB385
0C780BC49D75031088256B6C007ECD1C,Dr Ho's Kitchen & Humble Pie,Active,Permitted,Fast Food Restaurant,SWAS-744N6Y,Kelly Donahoe,4916 Plank Road,North Garden,Albemarle,Virginia,22959,Yes,Yes,Yes,Thomas Jefferson,CDE29DA7848B53C385257791006C2FAA,Dr Ho's Kitchen & Humble Pie,Fast Food Restaurant,Routine,Kelly Donahoe,1/9/10 0:00,2,2,1.8,,Smoke Free,CDE29DA7848B53C385257791006C2FAA
0C780BC49D75031088256B6C007ECD1C,Dr Ho's Kitchen & Humble Pie,Active,Permitted,Fast Food Restaurant,SWAS-744N6Y,Kelly Donahoe,4916 Plank Road,North Garden,Albemarle,Virginia,22959,Yes,Yes,Yes,Thomas Jefferson,C4CE42E095532F03852577AE00607B5A,Dr Ho's Kitchen & Humble Pie,Fast Food Restaurant,Follow-up,Kelly Donahoe,9/30/2010 12:00:00 AM,1,0,0.5,,Smoke Free,C4CE42E095532F03852577AE00607B5A
0C780BC49D75031088256B6C007ECD1C,Dr Ho's Kitchen & Humble Pie,Active,Permitted,Fast Food Restaurant,SWAS-744N6Y,Kelly Donahoe,4916 Plank Road,North Garden,Albemarle,Virginia,22959,Yes,Yes,Yes,Thomas Jefferson,BED7A11B8B5A59778525782B006777DF,Dr Ho's Kitchen & Humble Pie,Fast Food Restaurant,Routine,Kelly Donahoe,2/2/11 0:00,0,1,0.8,,Smoke Free,BED7A11B8B5A59778525782B006777DF
0C780BC49D75031088256B6C007ECD1C,Dr Ho's Kitchen & Humble Pie,Active,Permitted,Fast Food Restaurant,SWAS-744N6Y,Kelly Donahoe,4916 Plank Road,North Garden,Albemarle,Virginia,22959,Yes,Yes,Yes,Thomas Jefferson,11AB760B03E0DF1B852578E70064124B,Dr Ho's Kitchen & Humble Pie,Fast Food Restaurant,Critical Procedures,Eric Stutz,9/8/11 0:00,2,0,0.8,,Smoke Free,11AB760B03E0DF1B852578E70064124B
0C8AC79DEBC2CF2B88256B6C007ECCA7,TJ's,Active,Permitted,Full Service Restaurant,SWAS-6Z2MZ4,Archer Campbell,990 Hilton Heights Road,Charlottesville,Albemarle,VA,22901,Yes,Yes,Yes,Thomas Jefferson,C82F5B41176A2F55852578390061CEBE,TJ's,Full Service Restaurant,Routine,Archer Campbell,2/16/2011 12:00:00 AM,4,0,0,,Outdoor smoking area,C82F5B41176A2F55852578390061CEBE
0C8AC79DEBC2CF2B88256B6C007ECCA7,TJ's,Active,Permitted,Full Service Restaurant,SWAS-6Z2MZ4,Archer Campbell,990 Hilton Heights Road,Charlottesville,Albemarle,VA,22901,Yes,Yes,Yes,Thomas Jefferson,4C4402ACCAF49673852578BF00562F8E,TJ's,Full Service Restaurant,Risk Factor Assessment,Archer Campbell,6/30/2011 12:00:00 AM,3,0,0,,Outdoor smoking area,4C4402ACCAF49673852578BF00562F8E
0E423C19A35DCB5A88256B6C007F0DC1,UVA - Alderman Cafe,Active,Permitted,State College Food Service,EBIE-57R2UR,Eric Stutz,525 McCormick Road,Charlottesville,Charlottesville City,Virginia,22904,Yes,No,No,Thomas Jefferson,12C25A8EAE3DB569852577C80058365A,UVA - Alderman Cafe,State College Food Service,Routine,Eric Stutz,10/26/2010 12:00:00 AM,0,1,1,,Smoke Free,12C25A8EAE3DB569852577C80058365A
0E7C0608CC23B52988256B6C007F11DE,Meadowcreek Golf Course Grill,Active,Permitted,Full Service Restaurant,TBAN-7W8M89,Archer Campbell,1400 Penn Park Road,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,8E84CE3EA64CCD958525787300510539,Meadowcreek Golf Course Grill,Full Service Restaurant,Routine,Archer Campbell,4/15/2011 12:00:00 AM,3,3,0,,Outdoor smoking area,8E84CE3EA64CCD958525787300510539
0E7C0608CC23B52988256B6C007F11DE,Meadowcreek Golf Course Grill,Active,Permitted,Full Service Restaurant,TBAN-7W8M89,Archer Campbell,1400 Penn Park Road,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,D184AB73D1F57412852578400078B4E9,Meadowcreek Golf Course Grill,Full Service Restaurant,Routine,Archer Campbell,2/23/2011 12:00:00 AM,1,7,1.5,,Outdoor smoking area,D184AB73D1F57412852578400078B4E9
0EA8B269C511542288256B6C007EB83A,Horse & Hound Gastropub,Active,Permitted,Full Service Restaurant,SWAS-6ZXQ6Y,Pamela Burke,625 West Main Street,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,B5E94814242CD5ED8525781F0060A7A1,Horse & Hound Gastropub,Full Service Restaurant,Risk Factor Assessment,Pamela Burke,1/21/2011 12:00:00 AM,0,0,0,,Outdoor smoking area,B5E94814242CD5ED8525781F0060A7A1
0EA8B269C511542288256B6C007EB83A,Horse & Hound Gastropub,Active,Permitted,Full Service Restaurant,SWAS-6ZXQ6Y,Pamela Burke,625 West Main Street,Charlottesville,Charlottesville City,Virginia,22903,Yes,Yes,Yes,Thomas Jefferson,EFC196D479B60967852578F80054516A,Horse & Hound Gastropub,Full Service Restaurant,Routine,Pamela Burke,8/26/2011 12:00:00 AM,0,1,0,,Smoke Free,EFC196D479B60967852578F80054516A
0EEE2E59E2EA13E685257841006D8644,Little Caesars,Active,Permitted,Carry Out Food Service Only,TBAN-8EDRFG,Eric Stutz,620 Albemarle Square # 32,Charlottesville,Albemarle,VA,22902,Yes,No,No,Thomas Jefferson,2188F62872E720F3852578A1006C92A1,Little Caesars,Full Service Restaurant,Routine,Eric Stutz,5/31/2011 12:00:00 AM,0,1,1,,Smoke Free,2188F62872E720F3852578A1006C92A1
0EEE2E59E2EA13E685257841006D8644,Little Caesars,Active,Permitted,Carry Out Food Service Only,TBAN-8EDRFG,Eric Stutz,620 Albemarle Square # 32,Charlottesville,Albemarle,VA,22902,Yes,No,No,Thomas Jefferson,132D92E4D8E13343852578C40054CC23,Little Caesars,Carry Out Food Service Only,Routine,Reed Cranford,5/7/11 0:00,0,1,0.8,,Smoke Free,132D92E4D8E13343852578C40054CC23
0F769912CC04A15788256B6C007F0648,Take It Away,Active,Permitted,Fast Food Restaurant,EBIE-57R2TB,Abdugheni Ubul,115 Elliewood Drive,Charlottesville,Charlottesville City,Virginia,22903,Yes,No,Yes,Thomas Jefferson,A8256AE9210ED025852577BA0053E847,Take It Away,Fast Food Restaurant,Routine,Roy Crewz,12/10/10 0:00,2,5,0,,Smoke Free,A8256AE9210ED025852577BA0053E847
0F9081A137D0018C85256F150053A27B,Timberwood Grill,Active,Permitted,Full Service Restaurant,SWAS-64ZL3R,Kelly Donahoe,3311 Worth Crossing,Charlottesville,Albemarle,VA,22911,Yes,Yes,Yes,Thomas Jefferson,1C9908D945CBF0E0852577C0005B1F85,Timberwood Grill,Full Service Restaurant,Routine,Archer Campbell,10/18/2010 12:00:00 AM,8,4,0,,Outdoor smoking area,1C9908D945CBF0E0852577C0005B1F85
0F9081A137D0018C85256F150053A27B,Timberwood Grill,Active,Permitted,Full Service Restaurant,SWAS-64ZL3R,Kelly Donahoe,3311 Worth Crossing,Charlottesville,Albemarle,VA,22911,Yes,Yes,Yes,Thomas Jefferson,97E3129A361EC60C852577D00072F98B,Timberwood Grill,Full Service Restaurant,Follow-up,Archer Campbell,3/11/10 0:00,2,2,1.5,,Outdoor smoking area,97E3129A361EC60C852577D00072F98B
0F9081A137D0018C85256F150053A27B,Timberwood Grill,Active,Permitted,Full Service Restaurant,SWAS-64ZL3R,Kelly Donahoe,3311 Worth Crossing,Charlottesville,Albemarle,VA,22911,Yes,Yes,Yes,Thomas Jefferson,610D437B6FC505B2852578550063C8A8,Timberwood Grill,Full Service Restaurant,Routine,Kelly Donahoe,3/16/2011 12:00:00 AM,1,1,1,,Outdoor smoking area,610D437B6FC505B2852578550063C8A8
105626CC3E9ED85685256B7200555118,Taiwan Garden,Active,Permitted,Full Service Restaurant,MNAR-5ECQWU,Archer Campbell,2171 Ivy Road #9,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,594622EFAEDAFB58852577A00065E728,Taiwan Garden,Full Service Restaurant,Routine,Archer Campbell,9/16/2010 12:00:00 AM,4,9,0,,Smoke Free,594622EFAEDAFB58852577A00065E728
105626CC3E9ED85685256B7200555118,Taiwan Garden,Active,Permitted,Full Service Restaurant,MNAR-5ECQWU,Archer Campbell,2171 Ivy Road #9,Charlottesville,Charlottesville City,VA,22903,Yes,Yes,Yes,Thomas Jefferson,BA73890B4344C81C8525785C006BF7CB,Taiwan Garden,Full Service Restaurant,Routine,Archer Campbell,3/23/2011 12:00:00 AM,2,4,0,,Smoke Free,BA73890B4344C81C8525785C006BF7CB
1098D98CA0BCECA088256B6C007EBD71,330 Valley Street,Closed,Surrendered,Full Service Restaurant,SWAS-747GTR,Abdugheni Ubul,330 Valley Street,Scottsville,Albemarle,Virginia,24590,Yes,No,Yes,Thomas Jefferson,AFED35157A0E50BE852578110077997D,330 Valley Street,Full Service Restaurant,Routine,Roy Crewz,7/1/11 0:00,0,1,0,,Smoke Free,AFED35157A0E50BE852578110077997D
10AA54CFFCE4317B85257768006481E8,Honey Baked Hams & Cafe,Active,Permitted,Full Service Restaurant,TBAN-87LPGX,Abdugheni Ubul,1812 Rio Hill Center,Charlottesville,Albemarle,VA,22901,Yes,No,Yes,Thomas Jefferson,0AA50F7B6A2B2806852577C8006D2442,Honey Baked Hams & Cafe,Full Service Restaurant,Routine,Roy Crewz,10/26/2010 12:00:00 AM,0,0,0,,Smoke Free,0AA50F7B6A2B2806852577C8006D2442
10AA54CFFCE4317B85257768006481E8,Honey Baked Hams & Cafe,Active,Permitted,Full Service Restaurant,TBAN-87LPGX,Abdugheni Ubul,1812 Rio Hill Center,Charlottesville,Albemarle,VA,22901,Yes,No,Yes,Thomas Jefferson,2BB198F0B8926CA5852577E3005F8047,Honey Baked Hams & Cafe,Full Service Restaurant,Routine,Roy Crewz,11/22/2010 12:00:00 AM,1,2,0,,Smoke Free,2BB198F0B8926CA5852577E3005F8047
10EA43F69A9132FF88256B6F006D31F5,Subway #5217,Active,Permitted,Fast Food Restaurant,MNAR-5U5NVM,Kelly Donahoe,104 14th Street NW #103,Charlottesville,Charlottesville City,VA,22903,Yes,No,No,Thomas Jefferson,C036436C4E7732CE852577F3006A6F3D,Subway #5217,Fast Food Restaurant,Routine,Kelly Donahoe,8/12/10 0:00,0,3,0.8,,Smoke Free,C036436C4E7732CE852577F3006A6F3D
110B89F966FE1195852578930069D87C,UVA - Einstein Bro Bagel @ The Bookstore,Active,Permitted,Full Service Restaurant,CTIY-8GXQVW,Eric Stutz,15 Emmett Street,Charlottesville,Charlottesville City,VA,22904,Yes,Yes,Yes,Thomas Jefferson,37136FB2EB19CCE6852578EE005DEACF,UVA - Einstein Bro Bagel @ The Bookstore,Full Service Restaurant,Pre-Opening,Eric Stutz,8/16/2011 12:00:00 AM,0,0,0.9,,Smoke Free,37136FB2EB19CCE6852578EE005DEACF
111A488B1725085B85256BEA00642F9E,Baker-Butler Elementary School,Active,Permitted,Public Elementary School Food Service,MNAR-5BNPJE,Eric Stutz,2740 Proffit Road,Charlottesville,Albemarle,VA,22911,Yes,No,Yes,Thomas Jefferson,7F80A150EE444A12852577B2004AF8D3,Baker-Butler Elementary School,Public Elementary School Food Service,Routine,Eric Stutz,4/10/10 0:00,0,0,0.7,,Smoke Free,7F80A150EE444A12852577B2004AF8D3
111A488B1725085B85256BEA00642F9E,Baker-Butler Elementary School,Active,Permitted,Public Elementary School Food Service,MNAR-5BNPJE,Eric Stutz,2740 Proffit Road,Charlottesville,Albemarle,VA,22911,Yes,No,Yes,Thomas Jefferson,989AC504F51A1E2B85257878004B68F9,Baker-Butler Elementary School,Public Elementary School Food Service,Routine,Kelly Donahoe,4/20/2011 12:00:00 AM,1,0,0.5,,Smoke Free,989AC504F51A1E2B85257878004B68F9
119744324C77761F88256B6C007EBB0D,Brownsville Elementary School,Active,Permitted,Public Elementary School Food Service,EBIE-57R2BP,Pamela Burke,5870 Rockfish Gap Turnpike,Crozet,Albemarle,Virginia,22932,Yes,No,No,Thomas Jefferson,AC717AC57A6CC434852577BD004B3EC9,Brownsville Elementary School,Public Elementary School Food Service,Risk Factor Assessment,Pamela Burke,10/15/2010 12:00:00 AM,0,0,0,,Smoke Free,AC717AC57A6CC434852577BD004B3EC9
119744324C77761F88256B6C007EBB0D,Brownsville Elementary School,Active,Permitted,Public Elementary School Food Service,EBIE-57R2BP,Pamela Burke,5870 Rockfish Gap Turnpike,Crozet,Albemarle,Virginia,22932,Yes,No,No,Thomas Jefferson,118E3B1CEB5D99CB85257861007E461D,Brownsville Elementary School,Public Elementary School Food Service,Risk Factor Assessment,Pamela Burke,3/28/2011 12:00:00 AM,0,0,0,,Smoke Free,118E3B1CEB5D99CB85257861007E461D
11C0C2A837DAC04588256B6C007EF083,Boylan Heights,Active,Permitted,Fast Food Restaurant,SWAS-7DLRN5,Archer Campbell,102 14th Street NW,Charlottesville,Charlottesville City,Virginia,22902,Yes,Yes,Yes,Thomas Jefferson,1A852F70E3F727F685257846005BBA6D,Boylan Heights,Fast Food Restaurant,Routine,Archer Campbell,1/3/11 0:00,4,6,0,,Smoke Free,1A852F70E3F727F685257846005BBA6D
11C0C2A837DAC04588256B6C007EF083,Boylan Heights,Active,Permitted,Fast Food Restaurant,SWAS-7DLRN5,Archer Campbell,102 14th Street NW,Charlottesville,Charlottesville City,Virginia,22902,Yes,Yes,Yes,Thomas Jefferson,F6EF44B767EED865852578CA00550045,Boylan Heights,Fast Food Restaurant,Critical Procedures,Archer Campbell,3/31/2011 12:00:00 AM,0,3,1,,Smoke Free,F6EF44B767EED865852578CA00550045
11E539D971BF08E885256C4E00646DFF,A Slice of Heaven,Active,Permitted,Full Service Restaurant,TBAN-8A8MAX,Abdugheni Ubul,485 Valley Street #B,Scottsville,Albemarle,VA,24590,Yes,Yes,Yes,Thomas Jefferson,878171111623BAAC852577D2005869EA,A Slice of Heaven,Full Service Restaurant,Routine,Roy Crewz,5/11/10 0:00,0,1,0,,Smoke Free,878171111623BAAC852577D2005869EA
11E539D971BF08E885256C4E00646DFF,A Slice of Heaven,Active,Permitted,Full Service Restaurant,TBAN-8A8MAX,Abdugheni Ubul,485 Valley Street #B,Scottsville,Albemarle,VA,24590,Yes,Yes,Yes,Thomas Jefferson,91452E33127BCCA6852577EE005B513F,A Slice of Heaven,Full Service Restaurant,Routine,Roy Crewz,3/12/10 0:00,0,0,0,,Smoke Free,91452E33127BCCA6852577EE005B513F
125DE71A00B7435788256B6C007EC18D,Cheeseburger in Paradise,Active,Permitted,Full Service Restaurant,DCHL-6FZML8,Eric S. Myers,1101 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22906,Yes,Yes,Yes,Thomas Jefferson,1BA007B68260261D8525784F005C036E,Cheeseburger in Paradise,Full Service Restaurant,Routine,Eric S. Myers,2/28/2011 12:00:00 AM,2,3,0,,Smoke Free,1BA007B68260261D8525784F005C036E
125DE71A00B7435788256B6C007EC18D,Cheeseburger in Paradise,Active,Permitted,Full Service Restaurant,DCHL-6FZML8,Eric S. Myers,1101 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22906,Yes,Yes,Yes,Thomas Jefferson,34707A6F6CABA30A852577E00067D38D,Cheeseburger in Paradise,Full Service Restaurant,Critical Procedures,Eric S. Myers,9/24/2010 12:00:00 AM,2,0,1.3,,Smoke Free,34707A6F6CABA30A852577E00067D38D
125DE71A00B7435788256B6C007EC18D,Cheeseburger in Paradise,Active,Permitted,Full Service Restaurant,DCHL-6FZML8,Eric S. Myers,1101 Seminole Trail,Charlottesville,Charlottesville City,Virginia,22906,Yes,Yes,Yes,Thomas Jefferson,FEDA6DB438C129F4852578D800640226,Cheeseburger in Paradise,Full Service Restaurant,Routine,Eric S. Myers,7/19/2011 12:00:00 AM,2,0,0.9,,Smoke Free,FEDA6DB438C129F4852578D800640226
133CD86585BFB75885256C23005D34B1,"Pita Pit, The",Active,Permitted,Fast Food Restaurant,TBAN-8DVS4A,Archer Campbell,104 14th Street NW #2,Charlottesville,Charlottesville City,VA,22903,Yes,No,No,Thomas Jefferson,A9AC53AE0C7A09D0852578320078B47C,"Pita Pit, The",Fast Food Restaurant,Routine,Archer Campbell,8/2/11 0:00,4,11,0,,Smoke Free,A9AC53AE0C7A09D0852578320078B47C
133CD86585BFB75885256C23005D34B1,"Pita Pit, The",Active,Permitted,Fast Food Restaurant,TBAN-8DVS4A,Archer Campbell,104 14th Street NW #2,Charlottesville,Charlottesville City,VA,22903,Yes,No,No,Thomas Jefferson,A505DA509949DF70852578B100618184,"Pita Pit, The",Fast Food Restaurant,Routine,Archer Campbell,6/16/2011 12:00:00 AM,3,4,0,,Smoke Free,A505DA509949DF70852578B100618184
135079758723017685256CC20053B90F,Regal Seminole Square Cinema 4,Active,Permitted,Other Food Service,MNAR-5JEKY5,Pamela Burke,2306 India Road,Charlottesville,Albemarle,VA,22901,No,,,Thomas Jefferson,DCE786D8AD30C6EE8525787100455DA9,Regal Seminole Square Cinema 4,Other Food Service,Routine,Pamela Burke,12/4/11 0:00,0,0,0,,Smoke Free,DCE786D8AD30C6EE8525787100455DA9
142252B0563E75C8852577F8006D3992,Little Tibet,Closed,Surrendered,Other Food Service,TBAN-8C4REJ,Eric S. Myers,1226 Smith Street #G,Charlottesville,Charlottesville City,VA,22901,Yes,No,Yes,Thomas Jefferson,F77B29B53232DAB8852578530060C69C,Little Tibet,Other Food Service,Risk Factor Assessment,Eric S. Myers,2/2/11 0:00,0,0,0,,Smoke Free,F77B29B53232DAB8852578530060C69C
142252B0563E75C8852577F8006D3992,Little Tibet,Closed,Surrendered,Other Food Service,TBAN-8C4REJ,Eric S. Myers,1226 Smith Street #G,Charlottesville,Charlottesville City,VA,22901,Yes,No,Yes,Thomas Jefferson,AE34A14FFE93DAFC8525789B0070CF58,Little Tibet,Other Food Service,Routine,Eric S. Myers,3/14/2011 12:00:00 AM,1,1,0.6,,Smoke Free,AE34A14FFE93DAFC8525789B0070CF58
14C37C850F27B58385257817006A12EE,Fabios New York Pizza of Ruckersville,Active,Permitted,Full Service Restaurant,TBAN-8D3QQR,Pamela Burke,6420 Seminole Park Plaza,Barboursville,Greene,VA,22923,Yes,Yes,Yes,Thomas Jefferson,E62366C36B96C7B685257885006695B2,Fabios New York Pizza of Ruckersville,Full Service Restaurant,Routine,Pamela Burke,3/5/11 0:00,0,0,0,,Smoke Free,E62366C36B96C7B685257885006695B2
14C37C850F27B58385257817006A12EE,Fabios New York Pizza of Ruckersville,Active,Permitted,Full Service Restaurant,TBAN-8D3QQR,Pamela Burke,6420 Seminole Park Plaza,Barboursville,Greene,VA,22923,Yes,Yes,Yes,Thomas Jefferson,C2E8A22F6B72CB828525785E00697FE5,Fabios New York Pizza of Ruckersville,Full Service Restaurant,Pre-Opening,Pamela Burke,3/25/2011 12:00:00 AM,0,0,1,,Smoke Free,C2E8A22F6B72CB828525785E00697FE5
14D635FC6C2E22C988256B6C007EF123,Outback Steakhouse,Active,Permitted,Full Service Restaurant,EBIE-57R2P4,Reed Cranford,355 Albemarle Square,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,9A687CEDA10155FE852577EA00760568,Outback Steakhouse,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,11/29/2010 12:00:00 AM,1,1,0,,Smoke Free,9A687CEDA10155FE852577EA00760568
14D635FC6C2E22C988256B6C007EF123,Outback Steakhouse,Active,Permitted,Full Service Restaurant,EBIE-57R2P4,Reed Cranford,355 Albemarle Square,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,E9D324F4F0BF328685257848007153D5,Outback Steakhouse,Full Service Restaurant,Routine,Reed Cranford,3/3/11 0:00,2,5,0,,Smoke Free,E9D324F4F0BF328685257848007153D5
14D635FC6C2E22C988256B6C007EF123,Outback Steakhouse,Active,Permitted,Full Service Restaurant,EBIE-57R2P4,Reed Cranford,355 Albemarle Square,Charlottesville,Albemarle,Virginia,22901,Yes,Yes,Yes,Thomas Jefferson,D55F66FCAB4EC794852578C4006C6A2D,Outback Steakhouse,Full Service Restaurant,Risk Factor Assessment,Reed Cranford,5/7/11 0:00,2,0,0,,Smoke Free,D55F66FCAB4EC794852578C4006C6A2D
